nom,prenom,sexe,age,code_postal,situation_matrimoniale,profession,secteur_dactivite,date_deffet_souhaitee,accepted_by_sales
Bernard,Sylvie,F,20,56540,Veuf(ve),Salarié(e) non-cadre,Propreté,12/10/2022,1
Langlois,Nathalie,F,50,67130,Pacsé(e),Artisan,Alimentation (artisanat),12/10/2022,1
Barthelemy,Suzanne,F,20,72150,Pacsé(e),Salarié(e) cadre,Régies de quartier,10/10/2022,1
Roche,Nathalie,F,23,50400,Marié(e) avec enfant,Etudiant(e),Armée de terre,29/09/2022,1
Grondin,Suzanne,F,66,55000,Marié(e) sans enfant,Sans profession,Numérique (Atlas),17/10/2022,1
Barbier,Hélène,F,47,37290,Marié(e) avec enfant,Fonctionnaire d'état,Ameublement,03/10/2022,1
Lejeune,Louise,F,55,23260,Marié(e) sans enfant,Recherche d'emploi,Ameublement,28/09/2022,1
Hoarau,Nathalie,F,35,64450,Pacsé(e),Retraité(e),Commerce interentreprises,13/10/2022,1
Richard,Sylvie,F,33,47220,Divorcé(e),Fonctionnaire hospitalier,Production et services (artisanat),02/10/2022,1
Nicolas,Suzanne,F,39,61210,Pacsé(e),Fonctionnaire d'état,Mutualité,21/09/2022,1
Royer,Nicole,F,44,20240,Marié(e) avec enfant,Recherche d'emploi,Armée de terre,23/09/2022,1
Julien,Marie,F,65,32140,Pacsé(e),Profession libérale,Presse,09/10/2022,1
Simon,Christiane,F,31,40180,Marié(e) sans enfant,Agriculteur(trice),Commerce interentreprises,13/10/2022,1
Gilbert,Jeanne,F,59,50700,Marié(e) sans enfant,Etudiant(e),Textile,23/09/2022,1
Boyer,Denise,F,58,63330,Pacsé(e),Chef(fe) d'entreprise,Industrie : la Fabrique de l’avenir,26/09/2022,1
Etienne,Hélène,F,48,22210,Veuf(ve),Retraité(e),Travaux publics,30/09/2022,1
Gauthier,Isabelle,F,61,49360,Pacsé(e),Salarié(e) non-cadre,Evénement,19/09/2022,1
Fournier,Sylvie,F,54,23260,Marié(e) avec enfant,Salarié(e) non-cadre,Télécommunications,07/10/2022,1
Brun,Anne,F,45,38510,Divorcé(e),Commerçant(e),Etudes et conseil,16/10/2022,1
Gerard,Martine,F,54,67220,Veuf(ve),Fonctionnaire hospitalier,Alimentaire (la filière),08/10/2022,1
Petit,Catherine,F,63,40180,Divorcé(e),Recherche d'emploi,Etudes et conseil,17/10/2022,1
Dumas,Françoise,F,57,35500,Veuf(ve),Etudiant(e),Travaux publics,25/09/2022,1
Adam,Jacqueline,F,33,46090,Célibataire,Fonctionnaire territorial,Commerce à distance et e-commerce,28/09/2022,1
Gillet,Christine,F,21,47370,Marié(e) sans enfant,Sans profession,Offices Publics de l’Habitat,11/10/2022,1
Bernard,Jeanne,F,69,45110,Marié(e) avec enfant,Fonctionnaire territorial,Ingénierie (Atlas),30/09/2022,1
Barthelemy,Denise,F,32,22520,Divorcé(e),Enseignant(e),Matériaux pour la construction et l’industrie,13/10/2022,1
Payet,Sylvie,F,59,41350,Célibataire,Enseignant(e),Offices Publics de l’Habitat,18/09/2022,1
Chauvin,Isabelle,F,18,39110,Divorcé(e),Fonctionnaire d'état,Chimie (industrie),14/10/2022,1
Sanchez,Nicole,F,56,66730,Célibataire,Etudiant(e),Transport et logistique,17/09/2022,1
Bourgeois,Hélène,F,49,51530,Marié(e) sans enfant,Sans profession,"Fabrication, maintenance et réparation (artisanat)",27/09/2022,1
Marchand,Madeleine,F,57,53600,Célibataire,Commerçant(e),"Fabrication, maintenance et réparation (artisanat)",16/10/2022,1
Picard,Sylvie,F,62,33230,Marié(e) avec enfant,Artisan,Services (artisanat),11/10/2022,1
Deschamps,Marie,F,32,24200,Pacsé(e),Fonctionnaire territorial,Alimentation (artisanat),04/10/2022,1
Charpentier,Catherine,F,44,73170,Veuf(ve),Recherche d'emploi,Armée de terre,16/10/2022,1
Lucas,Louise,F,53,37250,Célibataire,Enseignant(e),Etudes et conseil,30/09/2022,1
Picard,Marie,F,39,39190,Marié(e) avec enfant,Enseignant(e),Presse,24/09/2022,1
Francois,Nicole,F,50,76530,Marié(e) avec enfant,Artisan,Télécommunications,25/09/2022,1
Prevost,Isabelle,F,65,55300,Célibataire,Commerçant(e),Evénement,06/10/2022,1
Besson,Martine,F,41,63330,Célibataire,Sans profession,"Fabrication, maintenance et réparation (artisanat)",11/10/2022,1
Lamy,Hélène,F,35,24110,Célibataire,Commerçant(e),Hôtellerie - Restauration,27/09/2022,1
Cousin,Denise,F,34,22210,Célibataire,Fonctionnaire territorial,Etudes et conseil,24/09/2022,1
Bertrand,Monique,F,70,58420,Pacsé(e),Chef(fe) d'entreprise,Propreté,27/09/2022,1
Benard,Suzanne,F,67,32140,Marié(e) sans enfant,Commerçant(e),Propreté,19/09/2022,1
Lebrun,Marguerite,F,22,23200,Veuf(ve),Fonctionnaire d'état,"Fabrication, maintenance et réparation (artisanat)",22/09/2022,1
Le Roux,Louise,F,45,39110,Pacsé(e),Commerçant(e),Mutualité,25/09/2022,1
Fournier,Madeleine,F,60,67130,Célibataire,Etudiant(e),Services (artisanat),09/10/2022,1
Le Roux,Denise,F,29,37290,Divorcé(e),Profession libérale,Bâtiment (artisanat),07/10/2022,1
Perrot,Jacqueline,F,43,43600,Marié(e) avec enfant,Recherche d'emploi,"Fabrication, maintenance et réparation (artisanat)",08/10/2022,1
Noel,Christine,F,38,67140,Marié(e) sans enfant,Commerçant(e),Ingénierie (Atlas),13/10/2022,1
Carlier,Christiane,F,27,54370,Marié(e) sans enfant,Retraité(e),Médicament (Les entreprises du),29/09/2022,1
Francois,Jacqueline,F,29,43600,Divorcé(e),Enseignant(e),Propreté,10/10/2022,1
Breton,Marie,F,26,47370,Divorcé(e),Enseignant(e),Agriculture,30/09/2022,1
Lebrun,Martine,F,44,41600,Marié(e) sans enfant,Chef(fe) d'entreprise,Télécommunications,08/10/2022,1
Perrier,Marguerite,F,33,71260,Marié(e) sans enfant,Artisan,Offices Publics de l’Habitat,12/10/2022,1
Fleury,Catherine,F,33,46090,Marié(e) sans enfant,Chef(fe) d'entreprise,Presse,08/10/2022,1
Bertin,Anne,F,40,34280,Marié(e) sans enfant,Sans profession,"Economie sociale, habitat social et protection sociale",03/10/2022,1
Gerard,Anne,F,43,31510,Pacsé(e),Chef(fe) d'entreprise,Télécommunications,12/10/2022,1
Aubry,Suzanne,F,68,44210,Marié(e) sans enfant,Salarié(e) cadre,Presse,15/10/2022,1
Weber,Denise,F,70,77390,Veuf(ve),Fonctionnaire hospitalier,Textile,16/10/2022,1
Chevalier,Christiane,F,40,55300,Divorcé(e),Fonctionnaire hospitalier,Alimentation (artisanat),17/09/2022,1
Cousin,Sylvie,F,47,24320,Marié(e) avec enfant,Agriculteur(trice),Offices Publics de l’Habitat,13/10/2022,1
Lemaitre,Jeanne,F,26,42430,Célibataire,Etudiant(e),Art (artisanat),03/10/2022,1
Leblanc,Isabelle,F,40,66730,Divorcé(e),Agriculteur(trice),Assurance,11/10/2022,1
Bouchet,Anne,F,70,63320,Célibataire,Sans profession,Etudes et conseil,30/09/2022,1
Charles,Nicole,F,22,30230,Marié(e) avec enfant,Recherche d'emploi,Numérique (Atlas),19/09/2022,1
Martin,Suzanne,F,39,24200,Marié(e) avec enfant,Sans profession,Travaux publics,14/10/2022,1
Francois,Madeleine,F,54,60000,Divorcé(e),Salarié(e) non-cadre,Chimie (industrie),11/10/2022,1
Antoine,Martine,F,53,39570,Pacsé(e),Profession libérale,Textile,01/10/2022,1
Paris,Catherine,F,59,48800,Marié(e) sans enfant,Agriculteur(trice),Ameublement,20/09/2022,1
Jean,Jacqueline,F,50,70270,Pacsé(e),Salarié(e) non-cadre,Services (artisanat),16/10/2022,1
Adam,Denise,F,52,50700,Pacsé(e),Recherche d'emploi,Ameublement,18/09/2022,1
Simon,Suzanne,F,43,61210,Marié(e) avec enfant,Recherche d'emploi,Offices Publics de l’Habitat,03/10/2022,1
Gilbert,Denise,F,42,59272,Pacsé(e),Etudiant(e),"Economie sociale, habitat social et protection sociale",17/10/2022,1
Guerin,Catherine,F,38,56540,Célibataire,Profession libérale,Commerce à distance et e-commerce,21/09/2022,1
Meyer,Marie,F,24,39110,Célibataire,Retraité(e),Retraite complémentaire et prévoyance,17/09/2022,1
Lambert,Isabelle,F,50,63200,Pacsé(e),Recherche d'emploi,Grands magasins et magasins populaires,22/09/2022,1
Giraud,Christine,F,35,36100,Marié(e) sans enfant,Fonctionnaire territorial,"Fabrication, maintenance et réparation (artisanat)",06/10/2022,1
Pichon,Hélène,F,50,36330,Célibataire,Salarié(e) cadre,Mutualité,12/10/2022,1
Germain,Denise,F,66,71220,Marié(e) avec enfant,Profession libérale,Commerce interentreprises,18/09/2022,1
Marechal,Nathalie,F,55,37210,Divorcé(e),Salarié(e) cadre,Bâtiment,13/10/2022,1
Breton,Hélène,F,48,22350,Célibataire,Chef(fe) d'entreprise,Fédération des industries nautiques,11/10/2022,1
Mallet,Nathalie,F,30,41350,Marié(e) avec enfant,Fonctionnaire d'état,Ingénierie (Atlas),13/10/2022,1
Nicolas,Madeleine,F,56,39570,Marié(e) avec enfant,Artisan,Offices Publics de l’Habitat,19/09/2022,1
Leclercq,Martine,F,27,47370,Marié(e) avec enfant,Salarié(e) cadre,Bâtiment (artisanat),03/10/2022,1
Tessier,Louise,F,32,51530,Marié(e) sans enfant,Fonctionnaire d'état,Presse,01/10/2022,1
Leroux,Isabelle,F,27,44170,Marié(e) sans enfant,Salarié(e) non-cadre,Régies de quartier,17/10/2022,1
Joly,Hélène,F,21,43600,Divorcé(e),Retraité(e),Armée de terre,26/09/2022,1
Vasseur,Suzanne,F,38,37290,Marié(e) avec enfant,Recherche d'emploi,Télécommunications,28/09/2022,1
Robert,Anne,F,21,66730,Marié(e) sans enfant,Recherche d'emploi,Industrie : la Fabrique de l’avenir,10/10/2022,1
Mathieu,Denise,F,59,73160,Veuf(ve),Recherche d'emploi,Automobile - Services,15/10/2022,1
Morel,Monique,F,31,69009,Marié(e) sans enfant,Commerçant(e),Fédération des industries nautiques,05/10/2022,1
Maillard,Jeanne,F,55,70110,Veuf(ve),Enseignant(e),Transport et logistique,15/10/2022,1
Louis,Marie,F,37,48800,Marié(e) sans enfant,Enseignant(e),Numérique (Atlas),04/10/2022,1
Aubry,Isabelle,F,33,31230,Célibataire,Fonctionnaire territorial,Edition,27/09/2022,1
Moulin,Madeleine,F,42,50700,Pacsé(e),Fonctionnaire hospitalier,Commerce interentreprises,16/10/2022,1
Carlier,Anne,F,22,23260,Marié(e) avec enfant,Salarié(e) cadre,Régies de quartier,13/10/2022,1
Durand,Jacqueline,F,63,32140,Célibataire,Retraité(e),Papiers et cartons (industries),03/10/2022,1
Aubert,Suzanne,F,69,44160,Célibataire,Recherche d'emploi,Transport et logistique,16/10/2022,1
Boucher,Jacqueline,F,44,63260,Marié(e) avec enfant,Etudiant(e),Art (artisanat),02/10/2022,1
David,Marguerite,F,45,34500,Divorcé(e),Etudiant(e),Presse,12/10/2022,1
Gillet,Christine,F,27,63330,Célibataire,Fonctionnaire hospitalier,Offices Publics de l’Habitat,17/10/2022,1
Bertin,Martine,F,36,41350,Divorcé(e),Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",11/10/2022,1
Lucas,Suzanne,F,46,22350,Veuf(ve),Etudiant(e),Armée de terre,10/10/2022,1
Dupuis,Marguerite,F,34,20240,Marié(e) avec enfant,Salarié(e) non-cadre,Bâtiment (artisanat),02/10/2022,1
Dufour,Jacqueline,F,25,20240,Pacsé(e),Retraité(e),Commerces de détail non alimentaires,05/10/2022,1
Lemaire,Hélène,F,68,52110,Pacsé(e),Sans profession,Télécommunications,20/09/2022,1
Dupont,Catherine,F,42,23260,Veuf(ve),Retraité(e),Chimie (industrie),05/10/2022,1
Lamy,Monique,F,20,20240,Pacsé(e),Chef(fe) d'entreprise,Textile,23/09/2022,1
Breton,Nicole,F,31,75016,Marié(e) sans enfant,Recherche d'emploi,Santé,06/10/2022,1
Gaillard,Sylvie,F,57,62124,Marié(e) sans enfant,Recherche d'emploi,Santé,14/10/2022,1
Caron,Nicole,F,60,71260,Marié(e) sans enfant,Agriculteur(trice),Commerces de détail non alimentaires,14/10/2022,1
Laurent,Christine,F,51,22690,Veuf(ve),Commerçant(e),Agriculture,11/10/2022,1
Gillet,Marie,F,39,76190,Marié(e) avec enfant,Fonctionnaire territorial,Ameublement,21/09/2022,1
Benoit,Nicole,F,50,55300,Pacsé(e),Retraité(e),Bâtiment (artisanat),08/10/2022,1
Martin,Françoise,F,43,25330,Marié(e) sans enfant,Enseignant(e),Alimentaire (la filière),22/09/2022,1
Faure,Jeanne,F,23,37290,Marié(e) sans enfant,Fonctionnaire d'état,Bâtiment (artisanat),17/10/2022,1
Klein,Monique,F,70,67340,Veuf(ve),Artisan,Travaux publics,28/09/2022,1
Guichard,Catherine,F,63,54620,Pacsé(e),Enseignant(e),Ameublement,25/09/2022,1
David,Anne,F,48,47250,Veuf(ve),Fonctionnaire d'état,Télécommunications,08/10/2022,1
Lemoine,Monique,F,20,36120,Marié(e) avec enfant,Artisan,Services (artisanat),03/10/2022,1
Michaud,Sylvie,F,44,63260,Marié(e) sans enfant,Retraité(e),Textile,23/09/2022,1
Simon,Suzanne,F,35,25330,Divorcé(e),Retraité(e),Papiers et cartons (industries),21/09/2022,1
Moulin,Nicole,F,34,71220,Marié(e) avec enfant,Sans profession,Régies de quartier,13/10/2022,1
Bertrand,Monique,F,42,75020,Marié(e) sans enfant,Fonctionnaire d'état,Alimentation (artisanat),26/09/2022,1
Muller,Suzanne,F,35,54112,Divorcé(e),Fonctionnaire d'état,Edition,10/10/2022,1
Lopez,Hélène,F,66,22350,Pacsé(e),Retraité(e),Régies de quartier,29/09/2022,1
Leblanc,Madeleine,F,54,72530,Divorcé(e),Enseignant(e),Fédération des industries nautiques,26/09/2022,1
Menard,Madeleine,F,29,36110,Divorcé(e),Agriculteur(trice),Régies de quartier,18/09/2022,1
Garnier,Madeleine,F,51,37290,Pacsé(e),Etudiant(e),Grands magasins et magasins populaires,22/09/2022,1
Joly,Catherine,F,22,39190,Célibataire,Etudiant(e),Ingénierie (Atlas),27/09/2022,1
Benoit,Nicole,F,34,68250,Veuf(ve),Fonctionnaire d'état,Commerces de détail non alimentaires,16/10/2022,1
Collet,Martine,F,41,66730,Marié(e) avec enfant,Salarié(e) cadre,Alimentation (artisanat),16/10/2022,1
Renault,Martine,F,29,33570,Divorcé(e),Commerçant(e),Banque,28/09/2022,1
Lamy,Marguerite,F,23,20240,Veuf(ve),Salarié(e) cadre,"Fabrication, maintenance et réparation (artisanat)",04/10/2022,1
Pierre,Monique,F,43,73310,Marié(e) sans enfant,Enseignant(e),Matériaux pour la construction et l’industrie,26/09/2022,1
Humbert,Isabelle,F,24,70270,Veuf(ve),Salarié(e) cadre,Chimie (industrie),07/10/2022,1
Langlois,Françoise,F,26,47220,Pacsé(e),Salarié(e) non-cadre,Chimie (industrie),03/10/2022,1
Berger,Christine,F,30,69009,Divorcé(e),Commerçant(e),Commerce interentreprises,12/10/2022,1
Mercier,Jacqueline,F,69,34280,Marié(e) avec enfant,Salarié(e) cadre,Commerce à distance et e-commerce,26/09/2022,1
Louis,Suzanne,F,36,70110,Veuf(ve),Salarié(e) non-cadre,Edition,10/10/2022,1
Michaud,Hélène,F,53,40180,Pacsé(e),Agriculteur(trice),Chimie (industrie),22/09/2022,1
Le Goff,Louise,F,46,74150,Pacsé(e),Chef(fe) d'entreprise,Textile,14/10/2022,1
Mercier,Marguerite,F,27,20240,Divorcé(e),Commerçant(e),Fédération des industries nautiques,27/09/2022,1
Morin,Denise,F,53,55300,Célibataire,Commerçant(e),"Economie sociale, habitat social et protection sociale",02/10/2022,1
Poirier,Nicole,F,52,20240,Célibataire,Agriculteur(trice),Papiers et cartons (industries),24/09/2022,1
Morel,Marie,F,37,44170,Veuf(ve),Fonctionnaire d'état,Ameublement,24/09/2022,1
Meunier,Christine,F,63,20240,Célibataire,Enseignant(e),Ameublement,24/09/2022,1
Laporte,Martine,F,46,56540,Veuf(ve),Sans profession,Automobile - Services,04/10/2022,1
Moulin,Louise,F,40,31160,Marié(e) avec enfant,Chef(fe) d'entreprise,Commerces de détail non alimentaires,26/09/2022,1
Roger,Hélène,F,64,61000,Divorcé(e),Fonctionnaire territorial,Régies de quartier,16/10/2022,1
Bouvier,Christine,F,18,20240,Divorcé(e),Artisan,Banque,17/10/2022,1
Gillet,Christiane,F,51,52110,Marié(e) sans enfant,Fonctionnaire hospitalier,Travaux publics,15/10/2022,1
Michaud,Denise,F,46,40180,Marié(e) avec enfant,Sans profession,Production et services (artisanat),25/09/2022,1
Martin,Denise,F,43,76530,Veuf(ve),Enseignant(e),Banque,29/09/2022,1
Fabre,Suzanne,F,68,57140,Marié(e) sans enfant,Sans profession,Bâtiment (artisanat),07/10/2022,1
Lemaitre,Christiane,F,31,68440,Divorcé(e),Chef(fe) d'entreprise,Services (artisanat),16/10/2022,1
Rolland,Sylvie,F,28,55300,Marié(e) avec enfant,Fonctionnaire d'état,Commerce interentreprises,09/10/2022,1
Marchand,Marie,F,38,38410,Divorcé(e),Fonctionnaire hospitalier,"Fabrication, maintenance et réparation (artisanat)",09/10/2022,1
Garnier,Marie,F,27,74370,Veuf(ve),Commerçant(e),Bâtiment (artisanat),06/10/2022,1
Barthelemy,Anne,F,36,34280,Veuf(ve),Fonctionnaire territorial,"Economie sociale, habitat social et protection sociale",27/09/2022,1
Fleury,Denise,F,46,20240,Divorcé(e),Fonctionnaire hospitalier,Papiers et cartons (industries),27/09/2022,1
Baron,Anne,F,31,70230,Veuf(ve),Fonctionnaire hospitalier,Industrie : la Fabrique de l’avenir,11/10/2022,1
Marchal,Sylvie,F,60,36100,Pacsé(e),Commerçant(e),Numérique (Atlas),17/10/2022,1
Rousseau,Monique,F,44,20240,Marié(e) avec enfant,Enseignant(e),Ingénierie (Atlas),26/09/2022,1
Royer,Catherine,F,28,33230,Pacsé(e),Sans profession,Télécommunications,09/10/2022,1
Moulin,Sylvie,F,25,30230,Divorcé(e),Salarié(e) cadre,Banque,18/09/2022,1
Andre,Marie,F,62,77171,Marié(e) sans enfant,Etudiant(e),Presse,18/09/2022,1
Maillard,Marguerite,F,42,41600,Pacsé(e),Salarié(e) cadre,Régies de quartier,14/10/2022,1
Dupuy,Jeanne,F,27,73170,Célibataire,Chef(fe) d'entreprise,Edition,02/10/2022,1
Chevalier,Louise,F,50,70230,Divorcé(e),Etudiant(e),Médicament (Les entreprises du),21/09/2022,1
Martinez,Louise,F,22,41600,Marié(e) avec enfant,Fonctionnaire territorial,Médicament (Les entreprises du),18/09/2022,1
Legrand,Françoise,F,45,39190,Pacsé(e),Fonctionnaire hospitalier,Travaux publics,19/09/2022,1
Besson,Jeanne,F,18,62130,Pacsé(e),Enseignant(e),Papiers et cartons (industries),22/09/2022,1
Cousin,Christiane,F,43,70110,Célibataire,Fonctionnaire hospitalier,Etudes et conseil,17/10/2022,1
Perrot,Sylvie,F,42,51530,Marié(e) avec enfant,Artisan,Bâtiment (artisanat),05/10/2022,1
Lucas,Denise,F,42,24390,Célibataire,Fonctionnaire territorial,Alimentaire (la filière),19/09/2022,1
Poulain,Jeanne,F,18,33124,Marié(e) avec enfant,Commerçant(e),Matériaux pour la construction et l’industrie,26/09/2022,1
Jean,Catherine,F,49,58420,Veuf(ve),Agriculteur(trice),Art (artisanat),21/09/2022,1
Weber,Nicole,F,36,54370,Divorcé(e),Fonctionnaire territorial,Automobile - Services,20/09/2022,1
Giraud,Madeleine,F,23,41170,Divorcé(e),Commerçant(e),Ingénierie (Atlas),06/10/2022,1
Monnier,Isabelle,F,52,20240,Veuf(ve),Sans profession,Télécommunications,19/09/2022,1
Bertin,Anne,F,25,20240,Pacsé(e),Salarié(e) non-cadre,Magasins d’habillement,03/10/2022,1
Carlier,Hélène,F,19,38110,Marié(e) avec enfant,Salarié(e) non-cadre,Papiers et cartons (industries),23/09/2022,1
Barbier,Louise,F,44,45130,Pacsé(e),Recherche d'emploi,Régies de quartier,25/09/2022,1
Lucas,Hélène,F,46,20240,Pacsé(e),Fonctionnaire territorial,Grands magasins et magasins populaires,19/09/2022,1
Barbier,Denise,F,33,67270,Marié(e) sans enfant,Commerçant(e),Bâtiment (artisanat),21/09/2022,1
Martinez,Sylvie,F,21,30230,Pacsé(e),Fonctionnaire hospitalier,Commerce interentreprises,01/10/2022,1
Remy,Françoise,F,27,52000,Pacsé(e),Retraité(e),Numérique (Atlas),11/10/2022,1
Muller,Madeleine,F,46,59272,Marié(e) avec enfant,Recherche d'emploi,Armée de terre,20/09/2022,1
Philippe,Christine,F,34,33124,Célibataire,Fonctionnaire d'état,Magasins d’habillement,30/09/2022,1
Carre,Louise,F,35,45300,Veuf(ve),Salarié(e) cadre,Alimentaire (la filière),26/09/2022,1
Guillaume,Jeanne,F,70,64450,Marié(e) avec enfant,Artisan,Industrie : la Fabrique de l’avenir,11/10/2022,1
Martinez,Jacqueline,F,19,71390,Marié(e) avec enfant,Etudiant(e),Etudes et conseil,02/10/2022,1
Lemaire,Hélène,F,31,63200,Célibataire,Enseignant(e),Retraite complémentaire et prévoyance,27/09/2022,1
Roy,Françoise,F,41,47370,Veuf(ve),Chef(fe) d'entreprise,Evénement,04/10/2022,1
Dupont,Françoise,F,51,68440,Pacsé(e),Chef(fe) d'entreprise,Ameublement,23/09/2022,1
Michel,Anne,F,42,48800,Divorcé(e),Fonctionnaire d'état,Bâtiment (artisanat),21/09/2022,1
Huet,Hélène,F,28,65170,Marié(e) avec enfant,Enseignant(e),Textile,25/09/2022,1
Joly,Jeanne,F,28,62124,Célibataire,Fonctionnaire d'état,Plasturgie,23/09/2022,1
Fontaine,Martine,F,50,72130,Divorcé(e),Chef(fe) d'entreprise,Automobile - Services,20/09/2022,1
Roy,Marie,F,56,46090,Pacsé(e),Salarié(e) cadre,Ameublement,20/09/2022,1
Laurent,Nathalie,F,55,69170,Veuf(ve),Salarié(e) cadre,Edition,11/10/2022,1
Carlier,Marie,F,20,70230,Marié(e) avec enfant,Enseignant(e),Bâtiment (artisanat),06/10/2022,1
Morin,Jeanne,F,57,35500,Veuf(ve),Etudiant(e),Offices Publics de l’Habitat,24/09/2022,1
Gillet,Jeanne,F,69,20240,Marié(e) avec enfant,Profession libérale,Edition,26/09/2022,1
Boulanger,Denise,F,24,68440,Pacsé(e),Retraité(e),Bâtiment (artisanat),10/10/2022,1
Lamy,Christiane,F,52,44270,Pacsé(e),Chef(fe) d'entreprise,Matériaux pour la construction et l’industrie,29/09/2022,1
Laporte,Catherine,F,40,59272,Marié(e) avec enfant,Chef(fe) d'entreprise,"Fabrication, maintenance et réparation (artisanat)",15/10/2022,1
Laporte,Christiane,F,61,59272,Marié(e) avec enfant,Enseignant(e),Commerces de détail non alimentaires,23/09/2022,1
